iteration time doc.count score word.count unseen.score unseen.word.count
118 467 11800 -317594.51750 30640 -303734.04417 29151
119 471 11900 -378816.04179 34857 -355004.12857 32351
120 474 12000 -341626.38573 32810 -339464.03251 32594
121 478 12100 -361021.18883 33803 -358486.81411 33521
122 482 12200 -361671.24632 34566 -350659.94494 33385
123 486 12300 -354589.41721 32912 -350347.47060 32448
124 489 12400 -315334.58759 30705 -297391.37596 28774
125 493 12500 -331361.52286 31582 -319385.40117 30308
126 497 12600 -351345.92159 34536 -338619.67549 33184
127 501 12700 -400006.94024 36679 -390084.20774 35602
128 505 12800 -333039.85733 31728 -314005.86577 29783
129 508 12900 -330296.03925 32210 -312822.34722 30336
130 512 13000 -310180.50836 31199 -296951.63894 29851
131 516 13100 -322016.43792 30681 -306604.15302 29069
132 520 13200 -342002.22898 31835 -332890.24062 30836
133 523 13300 -356568.51316 34738 -345314.70804 33543
134 527 13400 -371221.02130 36425 -348035.15320 33968
135 531 13500 -354203.51901 34548 -333310.89131 32746
136 535 13600 -335780.10754 32913 -321578.61864 31412
137 539 13700 -370891.63865 35857 -346180.89956 33217
138 542 13800 -337505.44365 32720 -330946.66079 32005
139 546 13900 -324799.34864 31547 -303102.82567 29180
140 550 14000 -369900.72720 35853 -364845.88538 35294
141 554 14100 -324104.25021 32064 -306316.16280 30197
142 557 14200 -345024.73404 33833 -326856.05353 31902
143 561 14300 -335131.32859 33295 -320264.97144 31698
144 565 14400 -323014.19419 30812 -307531.35838 29122
145 569 14500 -334976.05319 32676 -316451.74688 30694
146 573 14600 -343736.25784 34859 -328915.38467 33273
147 576 14700 -325935.95296 32444 -309282.88848 30702
148 580 14800 -345253.04669 33364 -316748.55290 30323
149 584 14900 -347632.13368 33947 -341088.31364 33283
150 587 15000 -336905.93926 33557 -323649.62612 32143
151 591 15100 -350276.36285 33447 -328026.14632 31041
152 595 15200 -350063.19637 33546 -333049.17737 31671
153 598 15300 -370695.23632 35080 -362244.54856 34166
154 602 15400 -296616.02787 29392 -283812.03101 27998
155 606 15500 -332855.87687 32464 -306631.65141 29643
156 609 15600 -341591.94412 33722 -325026.69456 31953
157 613 15700 -316193.89432 31356 -293642.44758 28982
158 617 15800 -330171.20616 31745 -296564.86844 28193
159 620 15900 -321271.89179 31243 -302448.28033 29181
160 624 16000 -363357.72488 35648 -347539.44177 33934
161 628 16100 -314528.06132 30929 -305601.84797 29955
162 632 16200 -328554.32394 33182 -318407.05574 32042
163 635 16300 -345468.54471 34168 -323147.32298 31831
164 639 16400 -319151.02638 32549 -295417.07677 29979
165 643 16500 -341956.66549 32686 -327342.85053 31129
166 647 16600 -297735.40208 28796 -286801.77518 27681
167 651 16700 -321267.42480 31712 -306120.53822 30109
168 654 16800 -350827.74660 33698 -335813.45773 32104
169 658 16900 -336570.83054 33134 -332364.16257 32699
170 662 17000 -325013.92832 32623 -305705.96772 30538
171 666 17100 -376734.70518 36968 -352779.92713 34457
172 670 17200 -351660.60220 33191 -338318.60035 31806
173 673 17300 -354215.71561 34451 -323278.96981 31249
174 677 17400 -318018.65008 32147 -292805.35155 29449
175 680 17500 -342418.47209 33850 -334037.52636 32960
176 684 17600 -329374.91203 32869 -307705.68537 30554
177 687 17700 -289656.42135 28806 -285459.02147 28362
178 691 17800 -330320.00245 32691 -313997.33905 30951
179 695 17900 -318367.18809 32262 -302599.13613 30621
180 699 18000 -313971.21613 30541 -303223.02567 29394
181 702 18100 -329566.60969 32870 -322350.76182 32102
182 706 18200 -347856.32103 35083 -320551.25355 32204
183 710 18300 -365381.80465 35257 -354624.23393 34137
184 714 18400 -345133.70630 34798 -304912.49062 30491
185 717 18500 -331349.76449 32745 -312484.23654 30788
186 721 18600 -326810.24852 32323 -282479.25948 27653
187 725 18700 -327971.04466 32262 -307969.04505 30108
188 728 18800 -337604.31357 33258 -315854.91909 30970
189 732 18900 -330802.75265 32553 -305495.23161 29935
190 736 19000 -313098.35666 31021 -298058.11707 29468
191 740 19100 -352960.64979 35849 -338202.62300 34270
192 743 19200 -360935.83549 34955 -336921.46776 32359
193 747 19300 -344442.26180 34149 -329134.48199 32527
194 751 19400 -332780.26311 32369 -308700.92540 29806
195 754 19500 -328555.06238 33574 -315355.87944 32189
196 759 19600 -362053.82085 36110 -324020.48231 32039
197 762 19700 -340289.28530 34011 -320653.12534 31894
198 766 19800 -319886.20737 31993 -308970.93953 30810
199 770 19900 -352071.65198 35149 -340792.71263 33928
200 774 20000 -314171.15743 31607 -296724.84779 29763
201 778 20100 -311410.03677 31153 -295367.04956 29397
202 782 20200 -334331.26845 32911 -307428.93654 30042
203 787 20300 -353471.58309 35783 -345682.33399 34915
204 791 20400 -301776.47351 30171 -274352.52894 27249
205 795 20500 -312423.66775 31847 -297070.90067 30206
206 799 20600 -367104.07515 36543 -361646.75076 35959
207 803 20700 -359810.13491 34562 -310943.50908 29445
208 807 20800 -368812.79282 36651 -361936.89387 35927
209 811 20900 -344359.81140 34233 -317658.72051 31389
210 815 21000 -339190.05614 33804 -314183.11244 31192
211 819 21100 -331347.91608 33586 -282688.28447 28393
212 823 21200 -367266.76063 35828 -347934.58761 33765
213 826 21300 -345853.70132 34107 -327250.15102 32161
214 830 21400 -311391.91823 31740 -285591.70189 29052
215 833 21500 -316400.34598 31906 -299579.53330 30091
216 837 21600 -335219.63802 32752 -323871.27836 31518
217 840 21700 -322244.98107 31890 -304270.70415 29993
218 844 21800 -350688.26224 34990 -332767.54320 33085
219 848 21900 -336622.26717 34209 -324169.93785 32868
220 852 22000 -330691.49931 33640 -312310.20119 31698
221 856 22100 -364250.36793 36607 -347677.01105 34845
222 860 22200 -334604.37696 33333 -303117.74344 29990
223 864 22300 -326499.64945 32876 -286340.03354 28630
224 868 22400 -300449.15454 30572 -285413.94120 28901
225 871 22500 -306339.71480 30898 -297146.23463 29905
226 875 22600 -318530.84725 32017 -300415.19772 30063
227 879 22700 -339028.66527 34484 -320376.51627 32544
228 883 22800 -328898.05186 31844 -309657.89465 29808
229 886 22900 -330991.39811 32906 -315703.28531 31283
230 890 23000 -316000.36627 32152 -299863.04521 30468
231 894 23100 -316607.09310 31732 -305153.76646 30506
232 898 23200 -307992.15477 31373 -284798.41813 28967
233 902 23300 -319853.04880 31813 -267191.21677 26250
234 906 23400 -322628.74448 32284 -302503.51874 30118
235 910 23500 -344931.34247 34413 -319722.54217 31700
236 913 23600 -344369.40396 34799 -284409.12211 28332
237 917 23700 -330229.70906 33537 -312060.35163 31621
238 921 23800 -318210.27387 31069 -303602.23535 29545
239 925 23900 -321003.17929 32316 -297576.25762 29842
240 928 24000 -332582.97645 33483 -321254.28139 32332
241 932 24100 -328740.68940 33049 -307332.52254 30761
242 936 24200 -317272.24098 31609 -302799.90762 30078
243 940 24300 -320670.62740 32472 -303942.14877 30656
244 944 24400 -289449.78025 29799 -270136.78619 27709
245 947 24500 -345461.92113 34670 -321063.07464 32087
246 952 24600 -334662.03406 32808 -325931.11366 31870
247 957 24700 -342309.77785 34772 -304575.44363 30791
248 961 24800 -307011.90243 31468 -290788.60744 29738
249 966 24900 -341525.17936 34956 -313091.38187 31859
250 970 25000 -314761.03333 32478 -284214.28348 29193
251 974 25100 -350472.59857 35388 -328695.18114 33127
252 978 25200 -317588.66580 32310 -285882.71433 28955
253 981 25300 -330486.11092 33792 -319691.63666 32637
254 986 25400 -324232.22524 32092 -304192.49218 29948
255 990 25500 -341819.10831 34388 -331644.92891 33312
256 993 25600 -334924.89519 33819 -304009.73417 30580
257 997 25700 -334242.63614 32648 -300528.69725 28973
258 1000 25800 -343936.80029 34604 -306685.36082 30627
259 1005 25900 -312084.83257 31893 -288366.31398 29393
260 1009 26000 -292014.90985 30000 -250135.04961 25525
261 1012 26100 -345347.48263 35618 -329158.30869 33912
262 1017 26200 -354796.84870 36377 -319463.02278 32587
263 1021 26300 -333891.99569 33242 -311554.92926 30846
264 1024 26400 -290199.18262 29288 -269561.15687 27109
265 1028 26500 -325238.33315 33162 -289039.77611 29215
266 1032 26600 -291735.50216 29803 -252351.22598 25547
267 1037 26700 -328338.84633 33431 -303956.02233 30815
268 1041 26800 -352088.13716 35273 -333535.38571 33300
269 1046 26900 -356919.60726 35610 -335679.00721 33271
270 1051 27000 -347487.55139 34717 -312105.01487 30941
271 1055 27100 -330645.38244 34043 -279425.60591 28601
272 1059 27200 -351862.86454 35869 -334406.63528 34015
273 1062 27300 -315413.56134 32603 -298597.20525 30795
274 1066 27400 -330120.74547 33319 -319234.42941 32133
275 1070 27500 -322670.85902 32588 -276148.43356 27619
276 1074 27600 -319793.85832 31846 -303996.48247 30147
277 1077 27700 -311225.18987 31213 -276944.17845 27578
278 1081 27800 -340195.18526 32821 -317976.88042 30445
279 1084 27900 -323994.54493 32934 -290886.46991 29255
280 1088 28000 -340007.69795 34791 -299498.54558 30483
281 1092 28100 -329313.87598 33692 -293145.44792 29688
282 1096 28200 -321593.61967 33107 -270979.82709 27607
283 1100 28300 -357350.04654 34911 -351303.78996 34263
284 1104 28400 -343795.80954 34841 -316704.79734 31985
285 1107 28500 -309166.23805 31571 -275565.75668 27976
286 1111 28600 -316053.94725 32496 -289746.88127 29657
287 1114 28700 -303490.84874 31782 -266543.39544 27792
288 1118 28800 -348217.72708 35770 -307822.41549 31476
289 1122 28900 -324001.86370 32999 -280123.73969 28359
290 1126 29000 -334251.67758 33993 -308182.31596 31251
291 1130 29100 -337340.15693 34782 -292193.88403 29965
292 1133 29200 -332282.93410 34000 -281066.22887 28405
293 1137 29300 -330294.33009 33269 -309291.44712 31085
294 1141 29400 -319935.12555 32455 -283373.40560 28626
295 1145 29500 -328839.67153 33732 -284100.24361 28952
296 1151 29600 -325251.42383 32838 -305090.97067 30670
297 1155 29700 -317252.13117 32310 -286693.13756 29137
298 1158 29800 -311465.26976 31657 -282919.83514 28690
299 1162 29900 -306753.46236 31641 -273794.91812 28104
300 1165 30000 -318559.72382 33016 -282230.86790 29038
301 1169 30100 -375205.35072 37630 -334187.50176 33231
302 1173 30200 -316805.43852 32742 -298629.09835 30856
303 1176 30300 -316262.85720 31895 -295412.17112 29648
304 1180 30400 -322506.76639 33556 -296953.18763 30687
305 1183 30500 -311575.45353 31706 -281078.28168 28484
306 1188 30600 -314363.03280 32285 -289108.60118 29579
307 1192 30700 -326165.34594 33108 -295333.90245 29841
308 1195 30800 -314322.67502 32085 -296232.93268 30185
309 1199 30900 -313895.02750 31535 -290888.27283 29102
310 1203 31000 -378988.45708 38638 -374817.21110 38187
311 1206 31100 -322462.83944 33174 -288253.81778 29528
312 1210 31200 -313305.79165 32044 -275274.29177 28077
313 1214 31300 -333333.36488 33870 -299542.38965 30338
314 1217 31400 -316656.24457 32592 -295174.55133 30299
315 1221 31500 -317299.28481 33060 -298399.98597 31104
316 1224 31600 -289689.69475 30311 -281911.78604 29468
317 1228 31700 -306746.54977 31382 -277844.33778 28268
318 1231 31800 -328071.83904 33814 -290134.41728 29758
319 1235 31900 -347237.38789 36253 -327221.21384 34089
320 1239 32000 -340563.52107 35252 -308532.74027 31935
321 1243 32100 -353877.76939 36301 -308873.65539 31468
322 1246 32200 -291619.64904 30704 -283678.19885 29888
323 1250 32300 -332441.84685 33773 -308755.14820 31212
324 1254 32400 -316888.54684 32587 -289080.99430 29600
325 1257 32500 -292763.22697 30144 -263829.08267 27098
326 1261 32600 -309155.28180 32421 -264326.67425 27669
327 1265 32700 -317328.40558 32660 -282230.31071 28726
328 1269 32800 -368648.60775 37005 -324403.94770 32304
329 1274 32900 -345253.67758 35753 -303539.24461 31277
330 1277 33000 -308378.47202 31727 -267651.97843 27365
331 1281 33100 -323054.14518 33347 -285421.04804 29334
332 1284 33200 -335194.69918 34256 -299175.57242 30378
333 1288 33300 -314699.77822 32527 -282069.83953 29092
334 1292 33400 -323940.52822 32760 -306270.91312 30892
335 1296 33500 -305759.27013 31578 -282441.05822 29076
336 1300 33600 -312726.92757 32085 -281275.30481 28748
337 1305 33700 -335659.82460 33723 -318527.74445 31911
338 1308 33800 -286693.97412 29683 -252423.16464 26044
339 1312 33900 -302657.41585 31066 -277166.85458 28364
340 1316 34000 -333459.80884 34628 -307816.19389 31913
341 1321 34100 -348584.61908 35810 -330659.21560 33900
342 1324 34200 -304000.64625 30866 -279907.39836 28366
343 1328 34300 -318706.42056 32803 -281640.05190 28831
344 1332 34400 -334978.23125 33838 -289040.72238 28944
345 1336 34500 -316186.87329 32464 -296012.25669 30300
346 1341 34600 -329921.59297 34355 -285743.70491 29690
347 1344 34700 -303289.64840 31238 -264845.24446 27240
348 1348 34800 -313597.31671 32569 -278136.06250 28762
349 1351 34900 -326447.41085 33943 -291686.38089 30110
350 1356 35000 -326838.71451 33790 -293073.79792 30204
351 1360 35100 -314396.95543 33000 -273229.72238 28549
352 1364 35200 -331181.06920 33758 -310161.28872 31563
353 1368 35300 -319532.40843 32773 -283775.97833 29017
354 1371 35400 -333550.94001 34628 -299592.41657 30913
355 1375 35500 -324023.79487 33529 -307786.25646 31749
356 1379 35600 -313964.96292 32940 -281265.82679 29354
357 1383 35700 -320325.84169 33399 -281323.17366 29231
358 1386 35800 -322484.95907 32940 -306435.41422 31256
359 1392 35900 -297318.45686 30047 -262706.20583 26362
360 1397 36000 -327843.19254 33241 -275688.68805 27729
361 1402 36100 -317081.22885 32660 -289775.88420 29745
362 1406 36200 -312380.11334 32157 -279833.86740 28663
363 1412 36300 -289725.66890 30293 -256223.55956 26711
364 1416 36400 -349249.58355 36628 -308371.54690 32334
365 1420 36500 -324162.72215 32597 -283920.01069 28315
366 1423 36600 -313979.01861 32319 -263831.99541 26889
367 1427 36700 -352982.79329 36350 -313209.62959 32189
368 1431 36800 -308947.74445 32451 -248794.25455 26059
369 1436 36900 -346568.33090 34989 -316291.60480 31875
370 1441 37000 -299006.22863 31459 -275883.22705 28962
371 1445 37100 -342741.70733 35651 -293673.53713 30384
372 1448 37200 -294534.75009 30711 -267608.53373 27836
373 1454 37300 -312253.97375 32774 -258673.31899 27010
374 1458 37400 -322686.98596 34073 -284682.74461 29918
375 1462 37500 -332318.79547 34028 -293637.11716 29861
376 1465 37600 -299046.95785 30724 -246927.04853 25128
377 1469 37700 -330812.78273 34339 -242958.40297 25032
378 1473 37800 -314291.34686 32751 -262444.50665 27300
379 1476 37900 -302285.64993 30943 -275624.08994 28161
380 1480 38000 -315597.85402 32554 -282319.37094 29062
381 1483 38100 -303189.38266 31178 -272359.36575 27915
382 1487 38200 -309865.41939 31824 -293449.76581 30090
383 1491 38300 -309220.29040 32188 -272360.30967 28189
384 1494 38400 -337880.15565 34825 -298718.52059 30589
385 1498 38500 -330415.09394 34070 -299726.10654 30819
386 1502 38600 -304513.36392 31992 -268414.46609 28118
387 1506 38700 -326386.92724 34027 -293303.45301 30589
388 1510 38800 -324852.66810 32649 -279908.26723 27871
389 1514 38900 -303218.40623 31941 -257803.87895 27163
390 1518 39000 -321438.46348 32939 -296322.94306 30193
391 1522 39100 -277917.33883 29276 -238719.76547 25123
392 1527 39200 -337793.44192 34175 -313694.40496 31641
393 1531 39300 -341781.78757 35646 -300140.41411 31237
394 1537 39400 -337596.52837 35541 -303222.04473 31830
395 1543 39500 -326627.20290 33890 -292994.90524 30285
396 1546 39600 -324460.88818 33539 -304366.63236 31381
397 1550 39700 -312356.27572 32538 -284824.85164 29702
398 1554 39800 -296884.83074 31114 -265275.98789 27723
399 1558 39900 -296431.64663 31144 -270134.34752 28352
400 1562 40000 -283129.75889 29530 -254180.73054 26415
401 1566 40100 -305705.85985 31796 -280315.00084 29080
402 1571 40200 -320497.08097 32475 -287304.00815 28959
403 1575 40300 -337915.72097 34340 -290455.15485 29358
404 1580 40400 -322395.48830 33064 -277598.56306 28314
405 1585 40500 -319453.74786 33544 -280200.53585 29293
406 1589 40600 -315182.43068 32362 -288189.96316 29564
407 1593 40700 -343120.51523 35163 -296776.07212 30679
408 1596 40800 -283808.45783 29564 -239967.18268 24872
409 1601 40900 -343555.42865 35594 -287930.84793 29749
410 1604 41000 -302611.50339 31530 -261432.94752 27108
411 1608 41100 -312130.88743 32147 -263363.84695 26849
412 1611 41200 -305030.30902 32490 -282878.87145 30056
413 1615 41300 -319732.75258 32952 -289448.40232 29745
414 1619 41400 -325310.37712 33689 -254706.27441 26353
415 1623 41500 -310816.54117 32801 -275359.31682 29062
416 1629 41600 -321050.10636 33308 -279341.13461 28967
417 1632 41700 -318779.05781 33571 -266121.16851 27731
418 1636 41800 -290545.09892 30289 -258481.66404 26910
419 1640 41900 -309128.11648 32316 -262628.39902 27485
420 1643 42000 -344533.10858 36059 -289682.07287 30282
421 1648 42100 -335182.53170 34902 -286139.36213 29679
422 1652 42200 -334179.09856 34580 -302436.21860 31154
423 1655 42300 -311783.88284 32378 -279650.30449 28932
424 1659 42400 -335373.94205 34151 -313830.83075 31867
425 1662 42500 -308203.97049 32681 -258494.38270 27289
426 1666 42600 -312139.11684 32352 -280190.67474 28873
427 1670 42700 -292236.72702 30552 -263595.57918 27547
428 1675 42800 -340859.98397 35943 -288735.64146 30424
429 1678 42900 -312015.88214 32534 -260559.53507 27061
430 1682 43000 -333404.60849 34345 -271624.46384 27746
431 1686 43100 -294620.54244 30614 -253184.88053 26274
432 1690 43200 -295347.61961 31148 -262664.64946 27657
433 1695 43300 -315863.92657 32642 -281983.19866 29030
434 1699 43400 -358947.56712 37491 -304741.94002 31598
435 1703 43500 -342408.00776 35780 -307182.15666 32014
436 1706 43600 -290110.03088 30558 -252450.24670 26567
437 1711 43700 -347059.53013 35507 -315768.50459 32148
438 1716 43800 -348378.90979 36010 -308491.39594 31801
439 1720 43900 -308601.79728 32209 -268514.31918 27860
440 1724 44000 -299034.84546 31084 -249508.68821 25678
441 1728 44100 -322250.79040 33054 -270913.59585 27635
442 1732 44200 -315738.97042 32920 -275737.49944 28582
443 1736 44300 -304650.25889 32209 -267231.00682 28167
444 1740 44400 -324942.43695 34370 -275912.12752 29189
445 1745 44500 -323500.54972 33536 -291132.70527 30054
446 1749 44600 -315121.09421 32966 -273791.02267 28602
447 1753 44700 -280410.79522 29022 -236028.84837 24307
448 1758 44800 -293860.39869 30414 -255654.71851 26310
449 1762 44900 -338251.21741 35613 -296924.77168 31221
450 1766 45000 -318787.02695 33300 -282690.44041 29478
451 1769 45100 -326683.15143 33274 -292637.32149 29778
452 1774 45200 -310475.66259 32573 -249852.46673 26022
453 1778 45300 -338889.19759 35648 -287291.74333 30114
454 1782 45400 -341932.02394 35354 -300896.24868 30990
455 1786 45500 -316875.09258 33324 -271563.16251 28452
456 1790 45600 -331258.41988 34681 -275667.39404 28684
457 1794 45700 -347151.30605 35076 -310843.51615 31195
458 1798 45800 -330303.35262 34666 -284199.38294 29769
459 1803 45900 -315340.39636 33089 -274214.47659 28688
460 1806 46000 -318488.72178 33341 -294232.27489 30797
461 1810 46100 -295432.47516 31081 -242167.57726 25321
462 1814 46200 -309779.25433 31835 -264281.03068 26838
463 1818 46300 -334455.14634 34808 -279172.33538 28968
464 1822 46400 -345341.42827 36099 -312497.90357 32651
465 1827 46500 -330066.07433 34570 -295930.31769 30843
466 1832 46600 -317827.84905 33165 -275343.97803 28612
467 1835 46700 -306099.95521 31506 -264338.97486 26941
468 1839 46800 -319184.75090 33298 -284580.94089 29623
469 1844 46900 -363999.55071 37915 -318498.83179 33086
470 1848 47000 -359035.44126 37536 -285629.58325 29799
471 1852 47100 -336214.91669 35104 -305354.73807 31841
472 1856 47200 -371631.28962 35555 -319933.77759 30066
473 1860 47300 -325723.22594 34108 -268302.99865 28035
474 1864 47400 -305631.53201 31888 -258835.53033 26789
475 1868 47500 -347337.23622 35872 -313478.60767 32238
476 1872 47600 -325963.97970 34032 -263314.90291 27316
477 1876 47700 -315321.49670 32196 -260777.53036 26413
478 1880 47800 -305818.96224 31687 -272310.26866 28144
479 1884 47900 -333866.25099 34614 -286017.20509 29480
480 1888 48000 -306785.87983 31960 -274353.28263 28562
481 1892 48100 -337312.23654 35127 -291002.59706 30122
482 1895 48200 -315074.99036 32818 -275131.49603 28517
483 1900 48300 -327214.68211 34279 -260980.45409 27360
484 1904 48400 -308907.17220 32125 -283595.34310 29440
485 1908 48500 -333180.41390 34845 -261122.58371 27186
486 1912 48600 -319352.79654 33231 -271679.40645 28174
487 1916 48700 -310462.29210 32185 -264758.29784 27267
488 1921 48800 -291659.48691 30344 -250194.44688 25965
489 1925 48900 -321495.40801 33183 -295692.85615 30384
490 1928 49000 -318949.29219 33382 -255763.10358 26635
491 1933 49100 -318019.20494 33310 -280072.15366 29266
492 1937 49200 -354374.98176 36926 -319826.97603 33223
493 1941 49300 -345832.61721 34246 -300713.02343 29528
494 1945 49400 -332689.68678 34306 -301145.97957 30812
495 1949 49500 -342614.11264 36219 -264815.06149 27797
496 1953 49600 -302979.22765 32075 -268969.68144 28484
497 1958 49700 -329375.06147 34424 -273825.85696 28527
498 1962 49800 -292857.60259 30908 -250483.78378 26435
499 1966 49900 -297108.44749 31292 -246826.16152 25980
500 1969 50000 -302364.46892 31927 -259151.12966 27265
501 1973 50100 -305778.58613 31929 -239312.59052 24876
502 1977 50200 -310932.50089 31897 -255168.21502 26449
503 1981 50300 -320178.89014 33205 -274486.90506 28412
504 1985 50400 -302166.02873 31566 -271284.42797 28188
505 1989 50500 -321361.03785 33315 -277359.56057 28623
506 1992 50600 -337304.20600 35136 -303232.29303 31488
