iteration time doc.count score word.count unseen.score unseen.word.count
38 91 1900 -225730.57876 15493 -223524.01760 15198
39 93 1950 -271012.90299 17425 -271012.90299 17425
40 95 2000 -235540.68015 15401 -235540.68015 15401
41 97 2050 -263815.57764 17424 -263815.57764 17424
42 100 2100 -207371.45508 15011 -207371.45508 15011
43 102 2150 -260759.89721 18442 -260759.89721 18442
44 104 2200 -235406.55693 17295 -235406.55693 17295
45 107 2250 -250038.80058 17106 -250038.80058 17106
46 109 2300 -295220.96165 18650 -294301.08527 18550
47 111 2350 -238413.33086 17140 -238413.33086 17140
48 113 2400 -234342.13853 17372 -234342.13853 17372
49 116 2450 -258061.90418 18191 -254446.33196 17780
50 118 2500 -228279.62260 16792 -228279.62260 16792
51 120 2550 -251249.35322 17034 -251249.35322 17034
52 122 2600 -241848.40136 17183 -241848.40136 17183
53 124 2650 -194241.07080 15233 -194241.07080 15233
54 126 2700 -207660.27944 15977 -207660.27944 15977
55 129 2750 -218179.77163 15517 -218179.77163 15517
56 131 2800 -243130.73825 15763 -243130.73825 15763
57 133 2850 -180465.91631 14552 -180465.91631 14552
58 135 2900 -189516.99069 14349 -189516.99069 14349
59 137 2950 -235699.76558 16098 -234447.97685 15967
60 139 3000 -236563.00076 17348 -236563.00076 17348
61 141 3050 -183512.34876 14184 -180917.71558 13898
62 144 3100 -243963.49449 18070 -243808.95943 18060
63 146 3150 -213612.80924 16433 -211633.23045 16215
64 148 3200 -216046.55194 15413 -211146.49458 14874
65 150 3250 -241731.32585 18149 -241731.32585 18149
66 152 3300 -231532.81034 17611 -231532.81034 17611
67 154 3350 -239091.43343 17495 -234702.38451 17025
68 157 3400 -203991.80835 15563 -203991.80835 15563
69 159 3450 -215753.40795 16269 -213190.13812 16048
70 161 3500 -199313.39499 15562 -199313.39499 15562
71 163 3550 -220903.39077 17093 -220903.39077 17093
72 165 3600 -203148.24188 16315 -203148.24188 16315
73 168 3650 -199403.95969 16051 -199403.95969 16051
74 170 3700 -214090.76512 16749 -211445.57845 16452
75 172 3750 -194003.77365 14996 -194003.77365 14996
76 174 3800 -202877.93175 17097 -194864.79848 16243
77 176 3850 -250501.36307 18824 -243793.44846 18099
78 179 3900 -223096.31492 16482 -214601.77688 15595
79 181 3950 -189472.75613 15468 -185235.18123 14946
80 183 4000 -202029.26038 16017 -202029.26038 16017
81 185 4050 -183772.52847 15543 -178322.30154 14943
82 187 4100 -213331.67618 16711 -210751.36957 16465
83 189 4150 -199170.77546 15666 -197058.33973 15442
84 192 4200 -217444.44892 17386 -212703.62861 16889
85 194 4250 -198949.45939 16520 -196755.87969 16283
86 196 4300 -201166.36091 16182 -194243.07509 15434
87 198 4350 -199564.43608 16208 -193221.02682 15513
88 200 4400 -203815.46583 17066 -196920.71072 16325
89 203 4450 -213031.27013 17649 -213031.27013 17649
90 205 4500 -214830.70868 18204 -212971.67625 18032
91 207 4550 -204934.53726 17732 -204934.53726 17732
92 209 4600 -208071.82196 15759 -206623.73170 15601
93 211 4650 -190555.52962 16123 -182805.66929 15287
94 213 4700 -202400.17961 16716 -198660.56336 16304
95 215 4750 -199333.08838 17122 -195533.24019 16713
96 218 4800 -211775.71613 17466 -211775.71613 17466
97 220 4850 -234346.11596 18481 -234346.11596 18481
98 222 4900 -201188.74878 16214 -201188.74878 16214
99 224 4950 -193897.63027 17076 -188434.52587 16467
100 226 5000 -172438.10006 14345 -169890.96061 14073
101 228 5050 -210598.55731 17574 -199959.65920 16383
102 230 5100 -186677.40544 17073 -186677.40544 17073
103 233 5150 -167404.32650 14466 -160610.64544 13731
104 235 5200 -202767.18752 17035 -202767.18752 17035
105 237 5250 -180124.01089 15481 -178242.66201 15287
106 240 5300 -216851.88698 17183 -216851.88698 17183
107 242 5350 -189024.74671 16033 -189024.74671 16033
108 244 5400 -179872.62024 16136 -171885.99640 15468
109 246 5450 -203687.17784 17412 -202544.57913 17296
110 248 5500 -218072.26502 17931 -218072.26502 17931
111 250 5550 -168150.38541 14516 -164772.97277 14142
112 252 5600 -205674.75318 16761 -205674.75318 16761
113 255 5650 -207664.03332 17094 -207136.38677 17037
114 257 5700 -176909.19210 15865 -170506.72050 15177
115 259 5750 -181948.46830 15646 -174765.94316 14904
116 261 5800 -207947.15570 18432 -202428.32821 17839
117 264 5850 -217344.91453 17890 -212843.29478 17382
118 266 5900 -196989.69753 17219 -196989.69753 17219
119 268 5950 -178055.58343 15492 -174068.40080 15053
120 270 6000 -197589.83096 16771 -197589.83096 16771
121 273 6050 -214245.15229 16600 -212012.66806 16363
122 275 6100 -194346.80931 16623 -193273.92070 16514
123 277 6150 -209671.64275 18397 -209671.64275 18397
124 279 6200 -206830.74754 18399 -203491.23980 18065
125 282 6250 -196220.15483 16762 -196220.15483 16762
126 284 6300 -186914.33225 15426 -186029.96614 15333
127 286 6350 -189652.23824 16995 -186286.96755 16647
128 288 6400 -182855.74901 16179 -182855.74901 16179
129 290 6450 -179810.34451 14637 -178102.15747 14463
130 292 6500 -156293.29329 13385 -156293.29329 13385
131 294 6550 -191658.16293 17474 -189939.32108 17290
132 296 6600 -170072.61877 15169 -165186.55059 14668
133 298 6650 -178917.54433 15353 -173966.95199 14833
134 300 6700 -163653.50209 13927 -154601.96950 12965
135 303 6750 -213831.50854 17701 -210984.48265 17437
136 305 6800 -160693.43421 13937 -155090.27238 13331
137 307 6850 -177308.23511 16039 -175278.33342 15827
138 309 6900 -194459.11735 17859 -185241.05994 16870
139 311 6950 -165680.80991 15504 -159856.41135 14922
140 314 7000 -213719.44714 19224 -201080.27532 17882
141 316 7050 -183383.80429 16769 -179846.41401 16384
142 318 7100 -211077.24680 17380 -208119.96398 17062
143 320 7150 -182539.02597 17052 -174740.04191 16184
144 323 7200 -203558.07702 17493 -203558.07702 17493
145 325 7250 -179578.01455 16215 -175306.03992 15774
146 327 7300 -162479.79579 14473 -162479.79579 14473
147 329 7350 -200512.53983 18555 -200512.53983 18555
148 331 7400 -195259.14796 17389 -195259.14796 17389
149 333 7450 -181593.00255 15482 -178249.62884 15125
150 335 7500 -157774.49942 13688 -155034.79644 13378
151 337 7550 -218364.32980 18762 -215367.53450 18434
152 339 7600 -183417.27827 15975 -183417.27827 15975
153 342 7650 -205678.65369 17571 -205678.65369 17571
154 344 7700 -175867.26433 16662 -165695.48356 15561
155 346 7750 -174880.74991 15838 -169872.98972 15302
156 349 7800 -166934.11089 15152 -165524.11240 14998
157 351 7850 -188862.40620 16767 -186754.36100 16539
158 353 7900 -188872.89193 18014 -184008.94901 17491
159 355 7950 -189725.90570 18092 -185750.68446 17635
160 357 8000 -164280.71636 15040 -162528.59981 14848
161 359 8050 -172832.64232 15271 -172832.64232 15271
162 361 8100 -163644.19814 15725 -161613.50593 15517
163 363 8150 -194247.76614 18174 -187783.31736 17494
164 366 8200 -157636.24802 14009 -153353.81814 13550
165 368 8250 -209455.05599 17930 -198080.32254 16725
166 370 8300 -190947.98892 15814 -190947.98892 15814
167 372 8350 -173137.83515 16007 -166857.45721 15374
168 374 8400 -160262.88894 14702 -160262.88894 14702
169 376 8450 -190589.10044 17106 -188325.39369 16871
170 378 8500 -169311.19322 15474 -165849.96868 15106
171 381 8550 -202577.52573 19065 -196806.13209 18478
172 383 8600 -197961.22320 18101 -194155.26034 17696
173 385 8650 -181833.93322 16568 -181833.93322 16568
174 388 8700 -188382.67036 17745 -185036.34007 17370
175 390 8750 -167208.44590 14977 -160964.01213 14272
176 392 8800 -239442.96744 21645 -239442.96744 21645
177 394 8850 -184939.50635 16523 -184939.50635 16523
178 396 8900 -201269.55787 17678 -200238.75259 17566
179 399 8950 -196239.81502 17889 -188347.78340 17072
180 401 9000 -170896.13586 15902 -163217.83922 15082
181 403 9050 -217027.66578 19635 -217027.66578 19635
182 406 9100 -221448.49960 18861 -218166.20400 18512
183 408 9150 -169267.99206 16388 -165954.44756 16040
184 410 9200 -167832.05443 16231 -167832.05443 16231
185 413 9250 -222166.29437 19420 -222166.29437 19420
186 415 9300 -166005.05187 15866 -164530.20445 15709
187 417 9350 -181979.79470 16833 -181979.79470 16833
188 419 9400 -187902.86024 16949 -185115.67585 16637
189 421 9450 -179806.00199 16410 -173985.84912 15811
190 423 9500 -152928.43082 14374 -143647.91257 13383
191 425 9550 -190606.84432 17773 -190606.84432 17773
192 428 9600 -175732.94449 17109 -167959.25687 16295
193 430 9650 -187529.08301 17787 -178886.76580 16850
194 432 9700 -209731.68860 19177 -203948.09449 18560
195 434 9750 -178677.23630 17493 -166479.07148 16180
196 436 9800 -160712.73322 15014 -153636.91063 14247
197 439 9850 -172874.36711 15914 -164783.77559 15091
198 441 9900 -161563.18764 15734 -149777.28679 14459
199 443 9950 -184883.02779 16171 -175492.75776 15201
200 445 10000 -150465.49710 15105 -150465.49710 15105
201 447 10050 -176536.25436 16788 -176536.25436 16788
202 449 10100 -183273.61878 16375 -183273.61878 16375
203 451 10150 -149383.66421 14216 -144276.02253 13679
204 453 10200 -158844.14892 15486 -155554.80416 15119
205 456 10250 -179305.67871 17169 -173708.57427 16549
206 458 10300 -170825.54248 15807 -160742.78640 14780
207 460 10350 -157984.98525 15367 -157984.98525 15367
208 462 10400 -158717.66872 14854 -150299.98973 13939
209 464 10450 -177741.44123 16959 -172432.01140 16409
210 466 10500 -173507.05580 16408 -170790.36797 16130
211 468 10550 -196849.68632 17757 -194344.43663 17488
212 470 10600 -149835.64464 14242 -147681.65018 14007
213 473 10650 -189611.98047 17644 -181312.89418 16754
214 475 10700 -180678.36766 17125 -172413.96220 16209
215 477 10750 -175851.13131 16949 -173573.91719 16711
216 479 10800 -189914.50095 17980 -182310.84998 17218
217 482 10850 -180315.34623 17307 -180315.34623 17307
218 484 10900 -181063.51190 16635 -177122.37777 16226
219 486 10950 -186699.59877 17491 -183589.69739 17160
220 488 11000 -201480.17634 18783 -198479.79816 18473
221 490 11050 -192053.51603 18953 -189506.98636 18668
222 492 11100 -188805.66930 17836 -185545.31295 17482
223 494 11150 -167170.86465 16289 -165137.33144 16075
224 497 11200 -142503.75612 13854 -137270.95760 13299
225 499 11250 -173351.72830 16912 -163135.13109 15891
226 501 11300 -182394.43562 17263 -169650.95563 15891
227 503 11350 -170356.17045 16471 -163295.85658 15691
228 505 11400 -156556.05473 15369 -149453.67889 14580
229 507 11450 -154099.47765 14885 -144816.51245 13877
230 509 11500 -166390.58294 16081 -163088.76207 15735
231 512 11550 -151957.11623 14398 -146902.46289 13868
232 514 11600 -162798.99661 15844 -155966.21061 15122
233 516 11650 -163654.01506 16082 -148941.72597 14560
234 518 11700 -165814.88938 15572 -160336.33997 15000
235 520 11750 -162203.95491 15431 -150208.04038 14156
236 522 11800 -155768.66729 15209 -153871.20331 14995
237 525 11850 -208208.04392 18870 -190859.30516 17045
238 527 11900 -171677.54481 15987 -165183.08635 15306
239 529 11950 -154791.66960 14929 -152566.33352 14713
240 531 12000 -187190.98365 17881 -187190.98365 17881
241 533 12050 -164508.57860 16035 -161973.52245 15753
242 535 12100 -196817.10668 17768 -196817.10668 17768
243 538 12150 -189709.30440 17400 -182835.71820 16667
244 540 12200 -172760.47341 17166 -168607.75009 16718
245 542 12250 -170502.14968 15601 -167778.67407 15296
246 544 12300 -185222.66379 17311 -183704.92819 17152
247 546 12350 -174642.46298 16703 -165655.85971 15739
248 549 12400 -142286.11776 14002 -133319.62900 13035
249 551 12450 -174352.58575 16677 -168121.60364 16003
250 553 12500 -158084.60880 14905 -152303.72215 14305
251 555 12550 -181795.02324 17565 -171342.93891 16441
252 557 12600 -171343.61300 16971 -169044.95817 16743
253 560 12650 -191578.37670 17552 -185596.82045 16910
254 562 12700 -209999.33757 19127 -206024.91848 18692
255 564 12750 -174744.06262 16231 -159838.00514 14691
256 566 12800 -158812.91009 15497 -154946.49335 15092
257 568 12850 -171032.68233 16469 -166586.31609 15999
258 570 12900 -159823.14318 15741 -146792.32682 14337
259 572 12950 -166099.19431 16675 -157024.53808 15720
260 574 13000 -144844.09599 14524 -140665.54305 14131
261 576 13050 -171072.30736 16227 -164679.65371 15590
262 578 13100 -151230.30488 14454 -142195.93588 13479
263 581 13150 -174295.83925 16524 -169586.96072 15995
264 583 13200 -169031.88246 15311 -164601.50729 14841
265 585 13250 -171669.34605 16745 -167515.53488 16296
266 587 13300 -185585.76928 17993 -178427.88148 17247
267 589 13350 -205630.32228 20068 -187947.55263 18183
268 591 13400 -166976.02097 16357 -161427.26517 15785
269 594 13450 -165272.08383 16294 -158548.66137 15570
270 596 13500 -189709.01091 18254 -175482.70889 17176
271 598 13550 -183461.61668 17622 -177326.73409 16989
272 600 13600 -155357.64294 15291 -147278.21203 14423
273 602 13650 -185290.93272 17702 -172170.79338 16302
274 605 13700 -186901.65642 18155 -175253.21289 16915
275 607 13750 -190778.02719 18402 -186986.93086 17980
276 609 13800 -148156.83282 14318 -145382.07939 14025
277 611 13850 -159343.52982 15128 -153258.93140 14485
278 613 13900 -167244.52730 16419 -151593.06369 14695
279 615 13950 -178331.83644 16783 -178331.83644 16783
280 618 14000 -192467.81244 19070 -187416.06034 18511
281 620 14050 -167973.43282 16916 -157941.58620 15789
282 622 14100 -157609.51947 15148 -150101.23396 14408
283 624 14150 -180251.92924 17220 -174967.69618 16656
284 626 14200 -165724.74772 16613 -152771.24058 15246
285 628 14250 -170120.21041 16687 -163753.72664 15989
286 630 14300 -166263.02636 16608 -157757.69722 15709
287 633 14350 -186403.46767 17113 -176636.22584 16050
288 635 14400 -138078.01927 13699 -132364.48891 13072
289 637 14450 -179139.43742 17102 -170057.57742 16117
290 639 14500 -156564.96912 15574 -147090.64938 14577
291 641 14550 -153046.42458 15557 -140669.85886 14231
292 643 14600 -191855.96383 19302 -189279.13654 19042
293 645 14650 -164778.81143 16644 -156418.56360 15774
294 647 14700 -161859.54192 15800 -153540.41741 14928
295 649 14750 -166900.05811 16059 -149228.96290 14184
296 652 14800 -179847.34168 17305 -168909.43178 16139
297 654 14850 -177117.79584 17465 -177117.79584 17465
298 656 14900 -171431.02519 16482 -164796.08136 15818
299 658 14950 -176076.29354 17495 -167371.97845 16571
300 660 15000 -161624.06915 16062 -157070.80874 15572
301 662 15050 -178197.59059 16890 -172333.54005 16258
302 665 15100 -172034.36508 16557 -155598.08449 14783
303 667 15150 -172644.23472 16155 -167981.47560 15634
304 669 15200 -178245.28383 17391 -165878.81432 16037
305 671 15250 -178095.76348 17323 -169639.23096 16409
306 674 15300 -194863.03141 17757 -194863.03141 17757
307 676 15350 -139318.70017 13678 -135629.35519 13278
308 678 15400 -158640.46086 15714 -149516.21657 14720
309 680 15450 -157515.68595 15504 -143837.19138 14035
310 682 15500 -176206.09594 16960 -163609.89661 15608
311 684 15550 -177698.73493 18058 -166662.04289 16912
312 686 15600 -164485.60183 15664 -158929.76279 15041
313 688 15650 -170119.37344 16953 -164290.56645 16343
314 690 15700 -147047.11943 14403 -130289.65993 12639
315 692 15750 -161501.59541 15283 -140817.06584 13122
316 695 15800 -169622.40628 16462 -156504.72842 15071
317 697 15850 -175792.51395 16671 -164290.04975 15428
318 699 15900 -147802.37408 14572 -140369.43229 13753
319 701 15950 -172724.54351 16902 -166135.46493 16195
320 704 16000 -192582.84476 18746 -183371.29362 17739
321 705 16050 -140108.66070 14145 -131176.88079 13171
322 708 16100 -175812.59136 16784 -175812.59136 16784
323 710 16150 -175411.54413 17477 -168780.77550 16716
324 712 16200 -154044.71038 15705 -150500.12514 15326
325 714 16250 -186008.65810 18558 -165159.55829 16379
326 717 16300 -160661.20810 15610 -159171.11579 15452
327 719 16350 -159489.54684 16243 -144273.61406 14581
328 721 16400 -160340.87585 16306 -151804.27170 15398
329 723 16450 -169077.92406 15996 -159913.52657 15034
330 725 16500 -174088.42787 16690 -168620.54367 16095
331 728 16550 -148363.73612 14262 -137399.56164 13147
332 730 16600 -150291.60169 14534 -150291.60169 14534
333 732 16650 -167981.37828 16638 -158818.70778 15706
334 734 16700 -154905.17225 15074 -148460.57100 14403
335 736 16750 -181259.80033 17370 -171493.40733 16334
336 738 16800 -171385.74377 16328 -166129.06731 15770
337 740 16850 -167096.53792 16782 -165130.30365 16572
338 742 16900 -170608.45234 16352 -168362.71760 16127
339 744 16950 -150436.01642 14735 -146335.81554 14292
340 746 17000 -175816.33368 17888 -160574.72741 16246
341 748 17050 -183522.27203 18193 -169868.90670 16782
342 751 17100 -194835.63693 18775 -184493.43436 17675
343 753 17150 -186832.41741 17599 -178189.66080 16693
344 755 17200 -165975.73887 15592 -161180.62014 15113
345 758 17250 -192391.84760 18817 -166952.34710 16185
346 760 17300 -163050.37375 15634 -157508.29998 15064
347 762 17350 -161350.70947 16273 -143044.99833 14298
348 764 17400 -158286.78843 15874 -151565.19663 15151
349 766 17450 -159565.61291 15506 -155775.91950 15105
350 768 17500 -184518.15259 18344 -179916.94647 17855
351 770 17550 -162173.38314 16451 -149523.71537 15102
352 772 17600 -168239.67126 16418 -159197.26329 15452
353 774 17650 -151983.15195 14895 -149567.84510 14641
354 776 17700 -138917.96035 13911 -137121.94090 13721
355 779 17750 -169772.27502 16230 -166187.49658 15859
356 781 17800 -162436.16387 16461 -149668.41444 15092
357 783 17850 -165910.49267 16649 -158042.67958 15873
358 785 17900 -153982.92188 15613 -145936.18613 14748
359 787 17950 -157933.58491 15491 -154747.44363 15151
360 789 18000 -157256.30888 15050 -149640.45386 14243
361 791 18050 -167906.32866 16914 -167875.66249 16911
362 793 18100 -163759.02822 15956 -156664.29346 15191
363 795 18150 -180525.26123 17891 -164753.10455 16245
364 798 18200 -169969.33146 17192 -158151.06050 15959
365 800 18250 -198623.14880 17952 -194748.14158 17533
366 802 18300 -168937.12250 17305 -162010.32608 16604
367 804 18350 -167049.01881 16850 -160402.96561 16117
368 807 18400 -179451.36510 17948 -145828.41585 14374
369 809 18450 -165248.86237 16113 -159077.36688 15474
370 811 18500 -167321.11803 16632 -154587.73558 15314
371 813 18550 -151128.64113 15309 -138037.49051 13922
372 816 18600 -176711.06052 17014 -145334.50364 13731
373 818 18650 -167870.15495 16448 -157961.63881 15366
374 820 18700 -161736.85227 15814 -151555.36703 14742
375 822 18750 -153605.27702 15266 -138715.07199 13720
376 824 18800 -185321.81503 17992 -178431.37561 17250
377 826 18850 -178038.88213 17571 -159579.59555 15670
378 828 18900 -154763.55275 14982 -147844.58167 14265
379 830 18950 -161793.58515 16288 -159398.20360 16034
380 832 19000 -153100.94190 14733 -140305.50867 13434
381 835 19050 -177863.66031 18059 -167655.53932 16969
382 837 19100 -177640.25103 17790 -173079.73117 17301
383 839 19150 -193379.64884 18588 -183184.33794 17498
384 841 19200 -169249.63347 16367 -155389.70351 14861
385 843 19250 -166855.80902 16367 -155945.96501 15212
386 846 19300 -178555.96051 17782 -174135.33110 17315
387 848 19350 -152694.11831 15048 -141854.65134 13924
388 850 19400 -181577.08872 17321 -168306.86191 15882
389 852 19450 -175505.56949 17578 -169063.25724 16885
390 854 19500 -154335.01951 15996 -147566.04086 15304
391 856 19550 -173861.21353 17102 -156724.78870 15279
392 858 19600 -190431.64469 19008 -169484.20113 16760
393 860 19650 -167140.63469 16147 -167140.63469 16147
394 863 19700 -175509.48300 17864 -155853.48793 15747
395 865 19750 -155010.92023 15427 -147607.54707 14614
396 867 19800 -166034.11836 16566 -162511.28723 16196
397 869 19850 -174830.25320 17181 -172339.42430 16915
398 872 19900 -178423.97219 17968 -169631.11125 17013
399 874 19950 -161968.96376 16027 -150458.52954 14801
400 876 20000 -153679.41380 15580 -147677.26010 14962
401 878 20050 -165060.67485 16478 -155801.03560 15450
402 880 20100 -149320.45953 14675 -142494.41106 13947
403 883 20150 -166525.66885 16320 -147264.00411 14259
404 885 20200 -169826.41643 16591 -162153.05112 15783
405 887 20250 -164666.48935 16768 -159508.32217 16193
406 889 20300 -189743.07279 19015 -187097.13630 18722
407 891 20350 -140688.56847 14180 -127276.43216 12747
408 893 20400 -162554.30658 15991 -148379.20227 14502
409 895 20450 -165221.34194 16714 -153973.89042 15531
410 897 20500 -148742.87777 15133 -144612.09798 14675
411 899 20550 -185083.37033 18006 -185083.37033 18006
412 902 20600 -184966.95319 18537 -179478.02868 17953
413 904 20650 -181629.10534 17986 -173640.11097 17165
414 906 20700 -179402.39862 16576 -138320.80622 12280
415 908 20750 -201453.08999 19980 -198085.28331 19605
416 911 20800 -170196.65734 16671 -166678.70603 16322
417 913 20850 -187223.01557 18297 -174760.54006 16941
418 915 20900 -158327.95837 15936 -144052.88588 14448
419 917 20950 -175065.05456 17568 -158054.73781 15825
420 919 21000 -165357.25143 16236 -157338.89933 15367
421 921 21050 -164905.20423 16779 -140971.70210 14164
422 923 21100 -168068.01206 16807 -143257.27478 14229
423 926 21150 -167350.86576 16929 -155904.59065 15702
424 928 21200 -200761.54026 18899 -192850.04550 18063
425 930 21250 -176031.25408 17190 -168504.46235 16410
426 932 21300 -172794.86726 16917 -161596.36271 15751
427 934 21350 -144135.06283 14636 -134252.44105 13613
428 936 21400 -168683.36236 17104 -152680.95721 15439
429 938 21450 -164633.88038 16415 -155686.79639 15450
430 940 21500 -152748.10154 15491 -144856.07627 14641
431 942 21550 -179335.81181 17198 -175884.35594 16825
432 945 21600 -156960.61449 15554 -148964.54380 14693
433 947 21650 -161837.38614 15786 -149769.32274 14546
434 949 21700 -161665.43233 16104 -155629.85607 15447
435 951 21750 -182912.80322 17840 -175377.81966 17020
436 954 21800 -169916.33628 17150 -159539.86549 16065
437 956 21850 -183565.51868 18719 -180312.39361 18375
438 958 21900 -154569.43749 15490 -145288.09444 14493
439 960 21950 -184299.59089 18435 -168632.40025 16797
440 962 22000 -147896.72340 15205 -144992.95667 14901
441 965 22050 -184011.27053 18157 -182318.52359 17966
442 967 22100 -181403.53631 18450 -166464.57401 16879
443 969 22150 -176647.40681 17355 -159650.33333 15550
444 971 22200 -159580.58193 15978 -144904.57006 14440
445 973 22250 -171188.86836 16642 -156365.29066 15136
446 975 22300 -156842.57442 16234 -131426.93835 13494
447 977 22350 -136326.90559 13854 -131104.06750 13309
448 980 22400 -166022.20613 16718 -156009.41499 15592
449 982 22450 -165295.43737 16538 -162393.25812 16227
450 985 22500 -141911.44448 14360 -135616.61315 13678
451 987 22550 -155384.74760 16033 -147409.38519 15181
452 990 22600 -164737.26805 15984 -154602.17726 14882
453 991 22650 -148692.18112 15111 -140936.53538 14290
454 993 22700 -191576.86476 19373 -180652.12049 18254
455 996 22750 -150945.48567 15275 -141834.89087 14325
456 998 22800 -180322.98404 16569 -169987.37725 15483
457 1001 22850 -171961.51480 17236 -159518.81433 15922
458 1003 22900 -160745.00826 15670 -157865.14043 15361
459 1005 22950 -139814.45458 13973 -131155.10641 13058
460 1007 23000 -177336.13529 18179 -169824.20124 17410
461 1009 23050 -158251.45368 15541 -152911.32512 14968
462 1012 23100 -160274.14613 16191 -154134.11006 15538
463 1014 23150 -150223.11710 14839 -140497.36850 13865
464 1016 23200 -159240.59886 16534 -145714.61998 15102
465 1018 23250 -148908.67419 14704 -117859.32894 11411
466 1020 23300 -172145.44464 17109 -150297.78334 14839
467 1022 23350 -155593.57828 15930 -138021.94947 14048
468 1024 23400 -168810.20670 16354 -166216.90672 16070
469 1026 23450 -167464.48965 16558 -155021.77608 15224
470 1028 23500 -179387.28316 17855 -166608.98116 16476
471 1031 23550 -172029.05051 17742 -139892.25812 14346
472 1033 23600 -173645.06549 17057 -145730.76379 13986
473 1035 23650 -177686.97564 17555 -161725.38306 15888
474 1037 23700 -154155.49185 15982 -151895.48734 15733
475 1040 23750 -146697.28962 15008 -139437.63180 14217
476 1042 23800 -174108.10172 16061 -166740.70489 15328
477 1044 23850 -156111.99938 15518 -149350.95968 14818
478 1046 23900 -165600.09334 16798 -148905.34141 15024
479 1048 23950 -168164.35608 17292 -157411.92055 16197
480 1050 24000 -165392.50995 16191 -164796.16714 16135
481 1053 24050 -166551.58827 16581 -148595.24321 14657
482 1055 24100 -163741.97432 16468 -160278.24306 16104
483 1057 24150 -167043.17507 16775 -158384.51147 15852
484 1059 24200 -151721.90707 14834 -145883.00379 14226
485 1061 24250 -157615.97090 16256 -149825.82952 15402
486 1064 24300 -164013.36302 16216 -155020.35622 15254
487 1066 24350 -140048.70397 14550 -132456.06219 13760
488 1068 24400 -150477.26665 15249 -138680.32115 13949
489 1070 24450 -162964.72983 17038 -146645.81509 15346
490 1072 24500 -184459.43045 17632 -175836.49339 16741
491 1074 24550 -148509.02146 14058 -145734.12237 13754
492 1076 24600 -187927.55456 18750 -182116.51586 18116
493 1078 24650 -164961.07278 16550 -152044.96817 15163
494 1081 24700 -179322.57543 18222 -154241.68001 15628
495 1083 24750 -157955.77628 15900 -145601.10897 14591
496 1085 24800 -150594.57655 15568 -146707.94633 15147
497 1087 24850 -189280.75766 18760 -176780.94712 17408
498 1090 24900 -154172.58798 16196 -138199.03640 14451
499 1092 24950 -161999.63351 16783 -143013.68949 14758
500 1094 25000 -154313.28164 15695 -142702.63757 14435
501 1096 25050 -179940.82370 17914 -160032.91731 15878
502 1098 25100 -172208.48580 17474 -170019.61041 17249
503 1101 25150 -167246.76346 16790 -149080.29414 14846
504 1103 25200 -151625.84165 15520 -138039.54262 14109
505 1105 25250 -164066.32091 16906 -158754.17859 16319
506 1107 25300 -167534.00865 16886 -162034.78192 16318
507 1109 25350 -154283.16313 14987 -144763.18228 13951
508 1112 25400 -172164.46532 17105 -161621.70205 15997
509 1114 25450 -170397.82711 16856 -164554.94503 16243
510 1116 25500 -172982.75178 17532 -168626.74023 17069
511 1118 25550 -179764.74158 17602 -156915.74778 15223
512 1120 25600 -156831.43150 16217 -148173.02079 15357
513 1122 25650 -171613.31435 16711 -150302.00718 14357
514 1125 25700 -164910.06419 15937 -152465.52649 14616
515 1127 25750 -186884.64026 18628 -173051.73411 17104
